date_reference;semaine_injection;Region_residence;Libelle_region;departement_residence;libelle_departement;population_insee;classe_age;libelle_classe_age;type_vaccin;effectif_1_inj;effectif_termine;effectif_cumu_1_inj;effectif_cumu_termine;taux_1_inj;taux_termine;taux_cumu_1_inj;taux_cumu_termine;date;Effectif_rappel;Effectif_cumu_rappel;Effectif_rappel_parmi_eligible;Effectif_eligible_au_rappel;TAUX_rappel;TAUX_CUMU_rappel;TAUX_CUMU_rappeleli
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;NUVAXOVID Novavax;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;Tout vaccin;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;COMIRNATY Pfizer-BioNTech;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;SPIKEVAX Moderna;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;VAXZEVRIA AstraZeneca;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;JCOVDEN Janssen;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;NUVAXOVID Novavax;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;Tout vaccin;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;COMIRNATY Pfizer-BioNTech;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;SPIKEVAX Moderna;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;VAXZEVRIA AstraZeneca;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;JCOVDEN Janssen;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;NUVAXOVID Novavax;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;Tout vaccin;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;COMIRNATY Pfizer-BioNTech;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;SPIKEVAX Moderna;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;VAXZEVRIA AstraZeneca;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;JCOVDEN Janssen;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;NUVAXOVID Novavax;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2020-53;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;Tout vaccin;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;COMIRNATY Pfizer-BioNTech;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;SPIKEVAX Moderna;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;VAXZEVRIA AstraZeneca;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;JCOVDEN Janssen;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;NUVAXOVID Novavax;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;Tout vaccin;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;COMIRNATY Pfizer-BioNTech;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;SPIKEVAX Moderna;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;VAXZEVRIA AstraZeneca;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;JCOVDEN Janssen;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;NUVAXOVID Novavax;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;Tout vaccin;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;COMIRNATY Pfizer-BioNTech;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;SPIKEVAX Moderna;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;VAXZEVRIA AstraZeneca;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;JCOVDEN Janssen;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;NUVAXOVID Novavax;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;Tout vaccin;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;COMIRNATY Pfizer-BioNTech;50;;50;;0.0;;0.0;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;SPIKEVAX Moderna;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;VAXZEVRIA AstraZeneca;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;JCOVDEN Janssen;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;NUVAXOVID Novavax;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;Tout vaccin;50;;50;;0.0;;0.0;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;COMIRNATY Pfizer-BioNTech;420;;420;;0.003;;0.003;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;SPIKEVAX Moderna;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;VAXZEVRIA AstraZeneca;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;JCOVDEN Janssen;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;NUVAXOVID Novavax;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;Tout vaccin;420;;420;;0.003;;0.003;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;COMIRNATY Pfizer-BioNTech;700;;700;;0.007;;0.007;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;SPIKEVAX Moderna;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;VAXZEVRIA AstraZeneca;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;JCOVDEN Janssen;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;NUVAXOVID Novavax;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;Tout vaccin;700;;700;;0.007;;0.007;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;COMIRNATY Pfizer-BioNTech;230;;240;;0.003;;0.003;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;SPIKEVAX Moderna;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;VAXZEVRIA AstraZeneca;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;JCOVDEN Janssen;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;NUVAXOVID Novavax;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;Tout vaccin;230;;240;;0.003;;0.003;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;COMIRNATY Pfizer-BioNTech;420;;430;;0.005;;0.005;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;SPIKEVAX Moderna;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;VAXZEVRIA AstraZeneca;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;JCOVDEN Janssen;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;NUVAXOVID Novavax;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;Tout vaccin;420;;430;;0.005;;0.005;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;COMIRNATY Pfizer-BioNTech;1820;;1830;;0.003;;0.003;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;SPIKEVAX Moderna;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;VAXZEVRIA AstraZeneca;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;JCOVDEN Janssen;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;NUVAXOVID Novavax;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-01-10;;;;;;;
2022-11-06;2021-01;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;Tout vaccin;1820;;1830;;0.003;;0.003;;2021-01-10;;;;;;;
2022-11-06;2021-02;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;COMIRNATY Pfizer-BioNTech;;;;;;;;;2021-01-17;;;;;;;
2022-11-06;2021-02;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;SPIKEVAX Moderna;;;;;;;;;2021-01-17;;;;;;;
2022-11-06;2021-02;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;VAXZEVRIA AstraZeneca;;;;;;;;;2021-01-17;;;;;;;
2022-11-06;2021-02;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;JCOVDEN Janssen;;;;;;;;;2021-01-17;;;;;;;
2022-11-06;2021-02;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-01-17;;;;;;;
2022-11-06;2021-02;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;NUVAXOVID Novavax;;;;;;;;;2021-01-17;;;;;;;
2022-11-06;2021-02;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-01-17;;;;;;;
2022-11-06;2021-02;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-01-17;;;;;;;
2022-11-06;2021-02;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;Tout vaccin;;;;;;;;;2021-01-17;;;;;;;
2022-11-06;2021-02;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;COMIRNATY Pfizer-BioNTech;;;;;;;;;2021-01-17;;;;;;;
2022-11-06;2021-02;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;SPIKEVAX Moderna;;;;;;;;;2021-01-17;;;;;;;
2022-11-06;2021-02;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;VAXZEVRIA AstraZeneca;;;;;;;;;2021-01-17;;;;;;;
2022-11-06;2021-02;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;JCOVDEN Janssen;;;;;;;;;2021-01-17;;;;;;;
2022-11-06;2021-02;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-01-17;;;;;;;
2022-11-06;2021-02;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;NUVAXOVID Novavax;;;;;;;;;2021-01-17;;;;;;;
2022-11-06;2021-02;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-01-17;;;;;;;
2022-11-06;2021-02;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-01-17;;;;;;;
2022-11-06;2021-02;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;Tout vaccin;;;;;;;;;2021-01-17;;;;;;;
2022-11-06;2021-02;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;COMIRNATY Pfizer-BioNTech;;;10;;;;0.0;;2021-01-17;;;;;;;
2022-11-06;2021-02;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;SPIKEVAX Moderna;;;;;;;;;2021-01-17;;;;;;;
